State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Uttar Pradesh,Kasganj,Rice,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,9.0,29.0,3.22,,,,,,,
Uttar Pradesh,Kasganj,Rice,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,16655.0,51114.0,3.07,-11.553702,-4.95356,-6.85644,49382.0,2.88,1732.0,0.19
Uttar Pradesh,Kasganj,Rice,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,16543.0,44385.0,2.68,-13.164691,-12.703583,-0.672471,49959.333333,2.943333,-5574.333333,-0.263333
Uttar Pradesh,Kasganj,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,19263.0,49660.0,2.58,11.884646,-3.731343,16.442,51096.666667,2.993333,-1436.666667,-0.413333
Uttar Pradesh,Kasganj,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,786.0,178.0,0.23,,,,,,,
Uttar Pradesh,Kasganj,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,798.0,147.0,0.18,-17.41573,-21.73913,1.526718,178.0,0.23,-31.0,-0.05
Uttar Pradesh,Kasganj,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,769.0,238.0,0.31,61.904762,72.222222,-3.634085,162.5,0.205,75.5,0.105
Uttar Pradesh,Kasganj,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,985.0,224.0,0.23,-5.882353,-25.806452,28.088427,187.666667,0.24,36.333333,-0.01
Uttar Pradesh,Kasganj,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,744.0,173.0,0.23,-22.767857,0.0,-24.467005,203.0,0.24,-30.0,-0.01
Uttar Pradesh,Kasganj,Sugarcane,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,7173.0,568588.0,79.27,,,,,,,
Uttar Pradesh,Kasganj,Sugarcane,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,7477.0,601823.0,80.49,5.845181,1.539044,4.238115,568588.0,79.27,33235.0,1.22
Uttar Pradesh,Kasganj,Sugarcane,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,5284.0,438000.0,82.89,,,,601823.0,80.49,-163823.0,2.4
Uttar Pradesh,Kasganj,Sunflower,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,9.0,12.0,1.33,,,,,,,
Uttar Pradesh,Kasganj,Sunflower,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,7.0,9.0,1.29,,,,12.0,1.33,-3.0,-0.04
Uttar Pradesh,Kasganj,Sunflower,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,31.0,42.0,1.35,366.666667,4.651163,342.857143,10.5,1.31,31.5,0.04
Uttar Pradesh,Kasganj,Sweet potato,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,3179.0,36513.0,11.49,,,,,,,
Uttar Pradesh,Kasganj,Sweet potato,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,3122.0,36661.0,11.74,0.405335,2.175805,-1.793017,36513.0,11.49,148.0,0.25
Uttar Pradesh,Kasganj,Sweet potato,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,3110.0,38837.0,12.49,5.935463,6.388416,-0.384369,36587.0,11.615,2250.0,0.875
Uttar Pradesh,Kasganj,Sweet potato,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,3147.0,36344.0,11.55,-6.419136,-7.526021,1.189711,37337.0,11.906667,-993.0,-0.356667
Uttar Pradesh,Kasganj,Sweet potato,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2972.0,34404.0,11.58,-5.337882,0.25974,-5.560852,37280.666667,11.926667,-2876.666667,-0.346667
Uttar Pradesh,Kasganj,Tobacco,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4626.0,11796.0,2.55,,,,,,,
Uttar Pradesh,Kasganj,Tobacco,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,3.0,7.0,2.33,,,,,,,
Uttar Pradesh,Kasganj,Tobacco,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,15159.0,47766.0,3.15,304.933876,23.529412,227.69131,11796.0,2.55,35970.0,0.6
Uttar Pradesh,Kasganj,Tobacco,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,2.0,4.0,2.0,-42.857143,-14.16309,-33.333333,7.0,2.33,-3.0,-0.33
Uttar Pradesh,Kasganj,Tobacco,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,4872.0,18806.0,3.86,-60.628899,22.539683,-67.860677,29781.0,2.85,-10975.0,1.01
Uttar Pradesh,Kasganj,Tobacco,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,2.0,6.0,3.0,50.0,50.0,0.0,5.5,2.165,0.5,0.835
Uttar Pradesh,Kasganj,Tobacco,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,8351.0,31517.0,3.77,67.590131,-2.331606,71.408046,26122.666667,3.186667,5394.333333,0.583333
Uttar Pradesh,Kasganj,Tobacco,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,2.0,4.0,2.0,-33.333333,-33.333333,0.0,5.666667,2.443333,-1.666667,-0.443333
Uttar Pradesh,Kasganj,Tobacco,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,5941.0,32064.0,5.4,1.735571,43.236074,-28.858819,32696.333333,3.593333,-632.333333,1.806667
Uttar Pradesh,Kasganj,Tobacco,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,36.0,81.0,2.25,1925.0,12.5,1700.0,4.666667,2.333333,76.333333,-0.083333
Uttar Pradesh,Kasganj,Turmeric,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,19.0,26.0,1.37,,,,,,,
Uttar Pradesh,Kasganj,Turmeric,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,72.0,101.0,1.4,288.461538,2.189781,278.947368,26.0,1.37,75.0,0.03
Uttar Pradesh,Kasganj,Turmeric,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,19.0,34.0,1.79,,,,63.5,1.385,-29.5,0.405
Uttar Pradesh,Kasganj,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,856.0,475.0,0.55,,,,,,,
Uttar Pradesh,Kasganj,Urad,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,573.0,580.0,1.01,,,,,,,
Uttar Pradesh,Kasganj,Urad,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,987.0,405.0,0.41,-14.736842,-25.454545,15.303738,475.0,0.55,-70.0,-0.14
Uttar Pradesh,Kasganj,Urad,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,496.0,573.0,1.16,-1.206897,14.851485,-13.438045,580.0,1.01,-7.0,0.15
Uttar Pradesh,Kasganj,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1066.0,593.0,0.56,46.419753,36.585366,8.004053,440.0,0.48,153.0,0.08
Uttar Pradesh,Kasganj,Urad,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,411.0,476.0,1.16,-16.928447,0.0,-17.137097,576.5,1.085,-100.5,0.075
Uttar Pradesh,Kasganj,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1091.0,543.0,0.5,-8.431703,-10.714286,2.345216,491.0,0.506667,52.0,-0.006667
Uttar Pradesh,Kasganj,Urad,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,555.0,586.0,1.06,23.109244,-8.62069,35.036496,543.0,1.11,43.0,-0.05
Uttar Pradesh,Kasganj,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1010.0,507.0,0.5,-6.629834,0.0,-7.424381,513.666667,0.49,-6.666667,0.01
Uttar Pradesh,Kasganj,Urad,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,767.0,686.0,0.89,17.064846,-16.037736,38.198198,545.0,1.126667,141.0,-0.236667
Uttar Pradesh,Kasganj,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,97339.0,415053.0,4.26,,,,,,,
Uttar Pradesh,Kasganj,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,95297.0,373945.0,3.92,-9.904277,-7.981221,-2.097823,415053.0,4.26,-41108.0,-0.34
Uttar Pradesh,Kasganj,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,94618.0,360021.0,3.8,-3.723542,-3.061224,-0.712509,394499.0,4.09,-34478.0,-0.29
Uttar Pradesh,Kasganj,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,96900.0,379170.0,3.91,5.318856,2.894737,2.411803,383006.333333,3.993333,-3836.333333,-0.083333
Uttar Pradesh,Kasganj,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,98291.0,407121.0,4.14,7.371628,5.882353,1.435501,371045.333333,3.876667,36075.666667,0.263333
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,3201.0,5826.0,1.82,,,,,,,
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,5435.0,4630.0,0.85,-20.528665,-53.296703,69.79069,5826.0,1.82,-1196.0,-0.97
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,8046.0,11231.0,1.4,142.570194,64.705882,48.040478,5228.0,1.335,6003.0,0.065
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,10675.0,18852.0,1.77,67.856825,26.428571,32.674621,7229.0,1.356667,11623.0,0.413333
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,9985.0,17634.0,1.77,-6.460853,0.0,-6.4637,11571.0,1.34,6063.0,0.43
Uttar Pradesh,Kaushambi,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,8945.0,13878.0,1.55,,,,,,,
Uttar Pradesh,Kaushambi,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,10600.0,12181.0,1.15,-12.227987,-25.806452,18.501956,13878.0,1.55,-1697.0,-0.4
Uttar Pradesh,Kaushambi,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,10292.0,14988.0,1.46,23.044085,26.956522,-2.90566,13029.5,1.35,1958.5,0.11
Uttar Pradesh,Kaushambi,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,10438.0,19352.0,1.85,29.116627,26.712329,1.418578,13682.333333,1.386667,5669.666667,0.463333
Uttar Pradesh,Kaushambi,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,12613.0,16359.0,1.3,-15.466102,-29.72973,20.837325,15507.0,1.486667,852.0,-0.186667
Uttar Pradesh,Kaushambi,Banana,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,6655.0,315984.0,47.48,,,,,,,
Uttar Pradesh,Kaushambi,Banana,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,6855.0,326727.0,47.66,3.399856,0.379107,3.005259,315984.0,47.48,10743.0,0.18
Uttar Pradesh,Kaushambi,Banana,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,279.0,15269.0,54.73,-95.326679,14.834243,-95.929978,321355.5,47.57,-306086.5,7.16
Uttar Pradesh,Kaushambi,Banana,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,237.0,12851.0,54.22,-15.836008,-0.931847,-15.053763,219326.666667,49.956667,-206475.666667,4.263333
Uttar Pradesh,Kaushambi,Banana,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,261.0,14166.0,54.28,10.232667,0.11066,10.126582,118282.333333,52.203333,-104116.333333,2.076667
Uttar Pradesh,Kaushambi,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,508.0,1543.0,3.04,,,,,,,
Uttar Pradesh,Kaushambi,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1954.0,5561.0,2.85,260.401815,-6.25,284.645669,1543.0,3.04,4018.0,-0.19
Uttar Pradesh,Kaushambi,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1629.0,4898.0,3.01,-11.922316,5.614035,-16.632549,3552.0,2.945,1346.0,0.065
Uttar Pradesh,Kaushambi,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,2154.0,6120.0,2.84,24.948959,-5.647841,32.228361,4000.666667,2.966667,2119.333333,-0.126667
Uttar Pradesh,Kaushambi,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2154.0,4429.0,2.06,-27.630719,-27.464789,0.0,5526.333333,2.9,-1097.333333,-0.84
Uttar Pradesh,Kaushambi,Coriander,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,94.0,75.0,0.8,,,,,,,
Uttar Pradesh,Kaushambi,Coriander,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,108.0,78.0,0.72,4.0,-10.0,14.893617,75.0,0.8,3.0,-0.08
Uttar Pradesh,Kaushambi,Coriander,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,104.0,82.0,0.79,5.128205,9.722222,-3.703704,76.5,0.76,5.5,0.03
Uttar Pradesh,Kaushambi,Coriander,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,99.0,74.0,0.75,-9.756098,-5.063291,-4.807692,78.333333,0.77,-4.333333,-0.02
Uttar Pradesh,Kaushambi,Coriander,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,99.0,76.0,0.77,2.702703,2.666667,0.0,78.0,0.753333,-2.0,0.016667
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,303.0,280.0,0.92,,,,,,,
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,313.0,273.0,0.87,-2.5,-5.434783,3.30033,280.0,0.92,-7.0,-0.05
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,340.0,302.0,0.89,10.622711,2.298851,8.626198,276.5,0.895,25.5,-0.005
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,322.0,285.0,0.89,-5.629139,0.0,-5.294118,285.0,0.893333,0.0,-0.003333
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,321.0,299.0,0.93,4.912281,4.494382,-0.310559,286.666667,0.883333,12.333333,0.046667
Uttar Pradesh,Kaushambi,Garlic,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,112.0,742.0,6.63,,,,,,,
Uttar Pradesh,Kaushambi,Garlic,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,115.0,690.0,6.0,-7.008086,-9.502262,2.678571,742.0,6.63,-52.0,-0.63
Uttar Pradesh,Kaushambi,Garlic,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,117.0,695.0,5.94,0.724638,-1.0,1.73913,716.0,6.315,-21.0,-0.375
Uttar Pradesh,Kaushambi,Garlic,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,94.0,578.0,6.15,-16.834532,3.535354,-19.65812,709.0,6.19,-131.0,-0.04
Uttar Pradesh,Kaushambi,Garlic,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,108.0,655.0,6.06,13.321799,-1.463415,14.893617,654.333333,6.03,0.666667,0.03
Uttar Pradesh,Kaushambi,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,4712.0,5514.0,1.17,,,,,,,
Uttar Pradesh,Kaushambi,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,12958.0,16902.0,1.3,206.528836,11.111111,175.0,5514.0,1.17,11388.0,0.13
Uttar Pradesh,Kaushambi,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,12641.0,14698.0,1.16,-13.039877,-10.769231,-2.446365,11208.0,1.235,3490.0,-0.075
Uttar Pradesh,Kaushambi,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,14138.0,20557.0,1.45,39.862566,25.0,11.842418,12371.333333,1.21,8185.666667,0.24
Uttar Pradesh,Kaushambi,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,14138.0,16923.0,1.2,-17.677677,-17.241379,0.0,17385.666667,1.303333,-462.666667,-0.103333
Uttar Pradesh,Kaushambi,Groundnut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,21.0,20.0,0.95,,,,,,,
Uttar Pradesh,Kaushambi,Groundnut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,43.0,41.0,0.95,105.0,0.0,104.761905,20.0,0.95,21.0,0.0
Uttar Pradesh,Kaushambi,Groundnut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,24.0,29.0,1.21,-29.268293,27.368421,-44.186047,30.5,0.95,-1.5,0.26
Uttar Pradesh,Kaushambi,Guar seed,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,194.0,139.0,0.72,,,,,,,
Uttar Pradesh,Kaushambi,Guar seed,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,84.0,61.0,0.73,-56.115108,1.388889,-56.701031,139.0,0.72,-78.0,0.01
Uttar Pradesh,Kaushambi,Guar seed,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,98.0,70.0,0.71,14.754098,-2.739726,16.666667,100.0,0.725,-30.0,-0.015
Uttar Pradesh,Kaushambi,Guar seed,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,87.0,62.0,0.71,-11.428571,0.0,-11.22449,90.0,0.72,-28.0,-0.01
Uttar Pradesh,Kaushambi,Guar seed,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,102.0,73.0,0.72,17.741935,1.408451,17.241379,64.333333,0.716667,8.666667,0.003333
Uttar Pradesh,Kaushambi,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,2209.0,2241.0,1.01,,,,,,,
Uttar Pradesh,Kaushambi,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,3851.0,3372.0,0.88,50.468541,-12.871287,74.332277,2241.0,1.01,1131.0,-0.13
Uttar Pradesh,Kaushambi,Jowar,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,5967.0,7225.0,1.21,114.264531,37.5,54.946767,2806.5,0.945,4418.5,0.265
Uttar Pradesh,Kaushambi,Jowar,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,7735.0,12523.0,1.62,73.32872,33.884298,29.62963,4279.333333,1.033333,8243.666667,0.586667
Uttar Pradesh,Kaushambi,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,6726.0,9531.0,1.42,-23.892039,-12.345679,-13.044602,7706.666667,1.236667,1824.333333,0.183333
Uttar Pradesh,Kaushambi,Linseed,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,4.0,2.0,0.5,,,,,,,
Uttar Pradesh,Kaushambi,Maize,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,120.0,209.0,1.74,,,,,,,
Uttar Pradesh,Kaushambi,Maize,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,99.0,277.0,2.8,,,,,,,
Uttar Pradesh,Kaushambi,Maize,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,100.0,207.0,2.07,,,,,,,
Uttar Pradesh,Kaushambi,Maize,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1693.0,3093.0,1.83,1379.904306,5.172414,1310.833333,209.0,1.74,2884.0,0.09
Uttar Pradesh,Kaushambi,Maize,Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,100.0,247.0,2.47,19.323671,19.323671,0.0,207.0,2.07,40.0,0.4
Uttar Pradesh,Kaushambi,Maize,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,95.0,219.0,2.31,-92.919496,26.229508,-94.388659,1651.0,1.785,-1432.0,0.525
Uttar Pradesh,Kaushambi,Maize,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,38.0,100.0,2.63,,,,277.0,2.8,-177.0,-0.17
Uttar Pradesh,Kaushambi,Maize,Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,93.0,269.0,2.89,8.906883,17.004049,-7.0,227.0,2.27,42.0,0.62
Uttar Pradesh,Kaushambi,Maize,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,126.0,267.0,2.12,21.917808,-8.225108,32.631579,1173.666667,1.96,-906.666667,0.16
Uttar Pradesh,Kaushambi,Maize,Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,113.0,308.0,2.73,14.498141,-5.536332,21.505376,241.0,2.476667,67.0,0.253333
Uttar Pradesh,Kaushambi,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,126.0,359.0,2.85,34.456929,34.433962,0.0,1193.0,2.086667,-834.0,0.763333
Uttar Pradesh,Kaushambi,Maize,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,5.0,14.0,2.8,,,,100.0,2.63,-86.0,0.17
Uttar Pradesh,Kaushambi,Maize,Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,33.0,95.0,2.88,-69.155844,5.494505,-70.79646,274.666667,2.696667,-179.666667,0.183333
Uttar Pradesh,Kaushambi,Masoor,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,191.0,225.0,1.18,,,,,,,
Uttar Pradesh,Kaushambi,Masoor,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,146.0,109.0,0.75,-51.555556,-36.440678,-23.560209,225.0,1.18,-116.0,-0.43
Uttar Pradesh,Kaushambi,Masoor,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,146.0,187.0,1.28,71.559633,70.666667,0.0,167.0,0.965,20.0,0.315
Uttar Pradesh,Kaushambi,Masoor,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,161.0,201.0,1.25,7.486631,-2.34375,10.273973,173.666667,1.07,27.333333,0.18
Uttar Pradesh,Kaushambi,Masoor,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,185.0,219.0,1.18,8.955224,-5.6,14.906832,165.666667,1.093333,53.333333,0.086667
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,25.0,8.0,0.32,,,,,,,
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,341.0,316.0,0.93,,,,,,,
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,209.0,99.0,0.47,1137.5,46.875,736.0,8.0,0.32,91.0,0.15
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,5,2019-20,2019,2020,3,6,"3,4,5,6",2020,2020,0,413.0,338.0,0.82,6.962025,-11.827957,21.11437,316.0,0.93,22.0,-0.11
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,46.0,34.0,0.74,-65.656566,57.446809,-77.990431,53.5,0.395,-19.5,0.345
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,5,2020-21,2020,2021,3,6,"3,4,5,6",2021,2021,0,359.0,260.0,0.72,-23.076923,-12.195122,-13.075061,327.0,0.875,-67.0,-0.155
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,45.0,33.0,0.73,-2.941176,-1.351351,-2.173913,47.0,0.51,-14.0,0.22
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,5,2021-22,2021,2022,3,6,"3,4,5,6",2022,2022,0,367.0,284.0,0.77,9.230769,6.944444,2.228412,304.666667,0.823333,-20.666667,-0.053333
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,45.0,29.0,0.64,-12.121212,-12.328767,0.0,55.333333,0.646667,-26.333333,-0.006667
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,5,2022-23,2022,2023,3,6,"3,4,5,6",2023,2023,0,1324.0,981.0,0.74,245.422535,-3.896104,260.762943,294.0,0.77,687.0,-0.03
Uttar Pradesh,Kaushambi,Onion,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,198.0,2555.0,12.9,,,,,,,
Uttar Pradesh,Kaushambi,Onion,Summer,5,2018-19,2018,2019,3,6,"3,4,5,6",2019,2019,0,102.0,1201.0,11.77,,,,,,,
